,0.98,0.99,0.999,0.9999
NZ_CP013723.fa,0,0,29,40
NZ_CP032669.fa,0,0,40,71
NZ_CP007019.fa,0,0,0,0
NZ_CP023754.fa,0,0,3,99
NZ_CP025221.fa,0,1,15,17
NZ_CP007197.fa,0,0,6,6
NZ_CP025442.fa,0,0,3,70
NC_018588.fa,0,0,3,3
NZ_CP020833.fa,0,6,33,55
NZ_CP014790.fa,0,0,1,1
NZ_CP019170.fa,0,0,0,0
NZ_CP007010.fa,0,0,0,0
NZ_CP007160.fa,0,0,1,1
NZ_CP018685.fa,0,0,0,0
NZ_CP007689.fa,0,0,38,63
NZ_CP020828.fa,0,0,19,91
NC_017547.fa,0,0,27,36
NZ_CP020830.fa,0,0,29,90
NZ_CP006860.fa,0,0,0,0
NZ_CP020831.fa,0,7,34,56
NZ_LT985476.fa,0,0,5,5
NC_013768.fa,0,0,0,0
NZ_CP014261.fa,0,0,1,1
NZ_HG813249.fa,0,1,2,2
NZ_CP007685.fa,0,0,1,1
NZ_CP007194.fa,0,0,3,20
NZ_CP007008.fa,0,0,0,0
NZ_CP011397.fa,0,0,6,41
NZ_CP007011.fa,0,0,0,0
NZ_CP025259.fa,0,0,3,81
NZ_CP007687.fa,0,0,43,77
NZ_CP025443.fa,0,0,3,44
NZ_CP020827.fa,0,0,27,104
NZ_CP007018.fa,0,0,0,0
NZ_CP007198.fa,0,0,6,6
NZ_CP006862.fa,0,0,0,0
NC_018593.fa,0,0,9,10
NZ_CP033738.fa,1,8,49,86
NC_017537.fa,1,4,36,68
NZ_CP013287.fa,1,8,46,80
NZ_CP032673.fa,1,4,24,33
NC_018590.fa,1,8,46,80
NC_011660.fa,1,4,36,68
NZ_CP009242.fa,1,4,36,61
NZ_CP032668.fa,1,2,8,9
NC_017529.fa,1,4,36,68
NZ_CP013286.fa,1,8,46,80
NZ_CP032670.fa,1,4,24,33
NC_021825.fa,2,3,10,16
NZ_CP009897.fa,2,3,10,48
NZ_CP023052.fa,2,3,12,13
NZ_LT985474.fa,2,3,10,48
NZ_CP007459.fa,2,3,10,11
NZ_CP015593.fa,2,3,11,12
NC_021838.fa,2,3,35,60
NZ_CP019619.fa,2,3,14,64
NZ_CP007600.fa,2,3,23,42
NC_018586.fa,2,3,39,65
NZ_CP020022.fa,2,3,14,15
NZ_CP028333.fa,2,3,14,43
NC_002973.fa,2,3,10,48
NC_021830.fa,2,3,23,32
NZ_CP031476.fa,2,3,14,15
NZ_CP025565.fa,2,3,14,15
NZ_CP007492.fa,2,3,10,48
NZ_CP033612.fa,2,3,10,48
NC_017728.fa,2,3,41,72
NZ_CP026043.fa,2,3,23,42
NC_018587.fa,2,3,35,85
NZ_CP019622.fa,2,3,12,52
NZ_CP007169.fa,2,3,12,25
NZ_CP025219.fa,2,3,14,15
NZ_CP016629.fa,2,3,44,78
NZ_CP007526.fa,2,3,10,16
NC_021839.fa,2,3,23,32
NZ_CP031674.fa,2,3,10,94
NZ_LT985475.fa,2,3,20,59
NZ_CP023321.fa,2,3,45,79
NZ_CP006874.fa,2,3,10,16
NZ_CP025220.fa,2,3,14,15
NZ_CP007210.fa,2,3,10,16
NZ_CP032671.fa,2,3,21,30
NZ_CP011004.fa,2,3,20,59
NZ_CP007462.fa,2,3,28,39
NZ_CP012021.fa,2,3,16,21
NZ_CP032672.fa,2,3,42,74
NZ_CP040988.fa,2,3,14,15
NZ_CP007461.fa,2,3,10,11
NC_012488.fa,2,3,20,59
NZ_CP007460.fa,2,3,10,11
NZ_CP041213.fa,2,3,35,60
NZ_CP019624.fa,2,3,12,47
NZ_CP023050.fa,2,3,12,13
NZ_CP013289.fa,2,3,14,15
NZ_CP019615.fa,2,3,52,105
NZ_CP013285.fa,2,3,10,16
NZ_CP019616.fa,2,3,17,23
NZ_CP035187.fa,2,3,23,42
NZ_CP010346.fa,2,3,23,42
NC_018584.fa,2,3,14,15
NZ_CP007686.fa,2,3,12,93
NZ_CP014252.fa,2,3,12,54
NZ_CP019625.fa,2,3,23,89
NZ_CP011398.fa,2,3,12,66
NC_021826.fa,2,3,35,96
NZ_CP007167.fa,2,3,10,16
NZ_CP007168.fa,2,3,12,25
NC_019556.fa,2,3,10,48
NZ_CP014250.fa,2,3,12,58
NZ_CP022020.fa,2,3,12,13
NC_018585.fa,2,3,10,16
NC_021840.fa,2,3,23,32
NC_021827.fa,2,3,23,32
NZ_CP019620.fa,2,3,10,76
NZ_CP016213.fa,2,3,12,73
NZ_LR698978.fa,2,3,12,25
NZ_CP031141.fa,2,3,44,92
NZ_CP008821.fa,2,3,28,39
NC_018642.fa,2,3,20,28
NZ_CP013288.fa,2,3,14,15
NC_021824.fa,2,3,12,102
NZ_CP007525.fa,2,3,10,16
NZ_CP041014.fa,2,3,45,83
NZ_CP020774.fa,2,3,30,46
NC_021829.fa,2,3,14,15
NZ_CP007583.fa,3,5,31,51
