,0.98,0.99,0.999,0.9999
NZ_CP019649.fa,0,4,6,33
NZ_CP033340.fa,0,4,4,212
NZ_CP012513.fa,0,17,29,46
NZ_CP028151.fa,0,4,4,212
NZ_CP007261.fa,0,4,4,6
NZ_CP037894.fa,0,33,50,95
NZ_CP007273.fa,0,4,4,9
NZ_LN890524.fa,0,18,136,248
NZ_CP031359.fa,0,4,8,277
NZ_CP025447.fa,0,23,36,186
NZ_CP019196.fa,0,17,29,46
NZ_CP025243.fa,0,4,10,14
NZ_CP019183.fa,0,48,91,154
NZ_CP029959.fa,0,0,0,0
NZ_CP015157.fa,0,4,6,17
NZ_CP032622.fa,0,17,24,39
NZ_CP039498.fa,0,17,24,39
NZ_CP030235.fa,0,69,158,301
NZ_LT904877.fa,0,0,0,372
NZ_CP033345.fa,0,9,13,35
NC_021176.fa,0,0,0,321
NZ_CP010283.fa,0,4,10,14
NZ_CP019192.fa,0,7,141,265
NC_021814.fa,0,4,6,237
NZ_CP019201.fa,0,7,53,86
NZ_CP016408.fa,0,37,58,91
NZ_CP039579.fa,0,4,6,26
NC_016863.fa,0,4,6,44
NZ_CP022062.fa,0,4,6,369
NZ_CP032194.fa,0,8,12,109
NZ_CP040321.fa,0,4,6,26
NZ_CP012346.fa,0,7,68,153
NZ_CP009085.fa,0,4,4,6
NC_004631.fa,0,0,0,1
NZ_CP043401.fa,0,4,6,17
NZ_CP022168.fa,0,4,6,33
NZ_CP029900.fa,0,0,0,1
NZ_CP045952.fa,0,4,6,199
NZ_CP013226.fa,0,38,59,365
NZ_CP007211.fa,0,38,59,126
NZ_CP023470.fa,0,43,84,141
NZ_CP029960.fa,0,0,0,1
NZ_CP023512.fa,0,14,20,31
NZ_CP030175.fa,0,67,155,295
NZ_CP030749.fa,0,54,114,195
NZ_LR134147.fa,0,7,90,152
NZ_CP029920.fa,0,0,0,1
NZ_CP007282.fa,0,4,4,9
NZ_CP043400.fa,0,4,6,17
NZ_CP019407.fa,0,23,36,56
NZ_CP036165.fa,0,16,23,38
NZ_CP014536.fa,0,4,6,67
NZ_CP028199.fa,0,4,6,79
NZ_CP007280.fa,0,4,4,9
NZ_CP007531.fa,0,38,59,126
NZ_LT904878.fa,0,0,0,1
NZ_CP029907.fa,0,0,0,125
NZ_CP033387.fa,0,52,104,332
NZ_CP014982.fa,0,4,6,191
NZ_CP019681.fa,0,4,4,9
NZ_CP014979.fa,0,4,6,26
NZ_LT571437.fa,0,22,138,257
NZ_LT905064.fa,0,0,0,1
NZ_CP007235.fa,0,4,6,303
NZ_CP019417.fa,0,63,139,258
NZ_CP017723.fa,0,4,88,149
NZ_CP012091.fa,0,0,0,129
NZ_CP019185.fa,0,43,72,211
NZ_CP009088.fa,0,4,4,6
NZ_CP018657.fa,0,4,6,26
NZ_CP017975.fa,0,7,108,183
NZ_LT905140.fa,0,0,0,1
NZ_CP017977.fa,0,7,83,136
NZ_LT904894.fa,0,0,0,1
NZ_CP033343.fa,0,19,26,239
NZ_CP044188.fa,0,4,122,220
NZ_CP032449.fa,0,4,19,30
NZ_CP040566.fa,0,4,6,344
NZ_CP014657.fa,0,38,59,252
NZ_CP012151.fa,0,0,0,129
NZ_CP039489.fa,0,17,24,39
NZ_CP018635.fa,0,4,4,6
NZ_CP012396.fa,0,4,4,9
NZ_CP019174.fa,0,7,173,347
NZ_CP010281.fa,0,4,10,14
NC_011149.fa,0,23,36,56
NZ_CP039270.fa,0,8,12,104
NZ_CP022500.fa,0,40,65,100
NZ_CP040562.fa,0,4,6,18
NZ_CP034719.fa,0,4,6,194
NZ_CP007262.fa,0,4,4,6
NZ_CP029936.fa,0,0,0,1
NZ_LT904869.fa,0,0,0,1
NC_022221.fa,0,4,143,325
NZ_CP009089.fa,0,4,4,6
NZ_CP033356.fa,0,52,104,311
NZ_CP009049.fa,0,43,72,281
NZ_CP007333.fa,0,4,4,9
NZ_CP007267.fa,0,4,4,6
NZ_CP033338.fa,0,38,59,297
NZ_CP012681.fa,0,4,6,60
NZ_CP044257.fa,0,19,26,42
NZ_CP029892.fa,0,0,0,1
NZ_LS483454.fa,0,72,167,331
NZ_CP017232.fa,0,4,4,9
NZ_CP007523.fa,0,4,6,18
NZ_CP007528.fa,0,4,4,6
NZ_CP019204.fa,0,4,133,250
NZ_CP011790.fa,0,4,4,107
NZ_CP029938.fa,0,0,0,1
NZ_CP040701.fa,0,18,25,143
NZ_CP007258.fa,0,4,4,6
NZ_CP029908.fa,0,0,0,94
NZ_CP045947.fa,0,4,6,33
NZ_CP029933.fa,0,0,0,1
NZ_CP028157.fa,0,4,4,212
NZ_CP016514.fa,0,4,8,12
NZ_CP029862.fa,0,0,0,1
NZ_CP025248.fa,0,4,48,213
NZ_CP028314.fa,0,4,6,249
NZ_AP019692.fa,0,33,50,228
NZ_CP010284.fa,0,4,10,14
NZ_LT883153.fa,0,0,0,1
NZ_CP025555.fa,0,4,6,17
NZ_CP039576.fa,0,4,6,26
NZ_CP037892.fa,0,33,50,95
NZ_CP029036.fa,0,8,12,25
NZ_CP007505.fa,0,9,13,35
NZ_CP029940.fa,0,0,0,231
NZ_CP046283.fa,0,4,6,286
NZ_CP011259.fa,0,23,36,56
NZ_CP012597.fa,0,4,10,40
NZ_CP019177.fa,0,16,23,285
NZ_CP012344.fa,0,46,161,310
NZ_CP019405.fa,0,34,52,85
NC_003197.fa,0,4,6,79
NZ_CP044961.fa,0,4,6,33
NZ_CP044177.fa,0,71,163,353
NZ_CP026700.fa,0,4,6,17
NZ_CP010280.fa,0,4,10,14
NZ_CP039860.fa,0,4,6,33
NZ_CP012924.fa,0,4,8,12
NC_021902.fa,0,4,10,14
NZ_CP027412.fa,0,4,8,12
NZ_CP029915.fa,0,0,0,1
NZ_LT904888.fa,0,0,0,1
NZ_CP039565.fa,0,4,6,44
NZ_CP014971.fa,0,4,6,306
NZ_CP015524.fa,0,4,4,9
NZ_CP014666.fa,0,38,59,126
NZ_CP016579.fa,0,4,8,12
NZ_CP026660.fa,0,37,58,339
NZ_CP033350.fa,0,45,76,122
NZ_CP030838.fa,0,10,14,22
NZ_CP007259.fa,0,4,4,6
NZ_LT905063.fa,0,0,0,1
NZ_CP028172.fa,0,47,85,142
NZ_CP007260.fa,0,4,4,6
NZ_CP029041.fa,0,73,171,367
NZ_CP030002.fa,0,7,81,376
NC_017046.fa,0,4,6,179
NZ_CP019116.fa,0,7,32,50
NZ_CP044181.fa,0,4,8,12
NZ_CP039719.fa,0,4,6,292
NZ_CP025230.fa,0,4,10,14
NZ_CP041026.fa,0,4,6,238
NZ_CP030029.fa,0,9,13,51
NZ_LS483463.fa,0,7,54,87
NZ_CP017719.fa,0,38,59,126
NZ_CP029866.fa,0,0,0,2
NZ_CP029882.fa,0,0,0,125
NZ_CP033255.fa,0,4,6,33
NC_016860.fa,0,4,6,201
NZ_CP022490.fa,0,4,75,121
NZ_CP039465.fa,0,17,24,39
NZ_CP039473.fa,0,17,24,39
NZ_LR590082.fa,0,0,0,226
NC_021812.fa,0,4,8,12
NC_017623.fa,0,4,8,57
NZ_CP007263.fa,0,4,4,6
NZ_CP017973.fa,0,7,11,15
NZ_LN890522.fa,0,18,25,271
NZ_LS483434.fa,0,22,96,160
NZ_CP032446.fa,0,4,19,30
NZ_CP029918.fa,0,0,0,94
NZ_CP038595.fa,0,4,150,375
NZ_CP014663.fa,0,38,59,384
NZ_CP022489.fa,0,19,26,84
NZ_CP044184.fa,0,22,131,233
NZ_CP034250.fa,0,45,76,209
NZ_CP029932.fa,0,0,0,1
NZ_CP019416.fa,0,4,125,224
NZ_CP015724.fa,0,52,104,370
NZ_CP020825.fa,0,4,4,6
NC_021151.fa,0,4,6,10
NZ_CP014358.fa,0,4,6,26
NZ_LN649235.fa,0,37,58,274
NZ_CP043027.fa,0,27,41,70
NZ_CP034715.fa,0,60,129,230
NZ_CP029913.fa,0,0,0,1
NZ_CP014664.fa,0,38,59,163
NZ_CP025246.fa,0,4,48,349
NZ_CP030196.fa,0,74,172,345
NZ_CP039480.fa,0,17,24,39
NZ_CP007249.fa,0,4,4,6
NZ_CP029863.fa,0,0,0,1
NZ_CP007639.fa,0,46,161,364
NZ_CP029855.fa,0,0,0,1
NZ_CP033090.fa,0,4,4,6
NZ_CP029336.fa,0,7,83,136
NZ_CP022138.fa,0,77,181,374
NZ_CP016517.fa,0,4,8,12
NZ_LS483453.fa,0,68,156,296
NZ_CP016357.fa,0,4,10,256
NZ_CP038507.fa,0,37,58,158
NZ_CP016576.fa,0,4,8,12
NZ_CP007329.fa,0,4,4,6
NZ_LT904882.fa,0,0,0,319
NZ_CP029930.fa,0,0,0,1
NZ_CP027414.fa,0,4,6,71
NZ_CP030233.fa,0,36,140,259
NZ_CP039476.fa,0,17,24,39
NC_021844.fa,0,17,24,39
NZ_CP014981.fa,0,4,6,18
NZ_LN890518.fa,0,18,25,62
NZ_LS483457.fa,0,7,80,130
NZ_CP045955.fa,0,4,82,135
NZ_LT904871.fa,0,0,0,1
NZ_CP012598.fa,0,4,10,14
NZ_CP007292.fa,0,4,4,9
NZ_CP029954.fa,0,0,0,1
NZ_LT882486.fa,0,0,0,1
NZ_LT905143.fa,0,0,0,187
NZ_LR134158.fa,0,30,97,161
NZ_CP016561.fa,0,4,8,12
NZ_CP018642.fa,0,4,4,117
NZ_CP032817.fa,0,19,26,132
NZ_CP030181.fa,0,36,57,90
NZ_CP012349.fa,0,18,98,164
NZ_CP016410.fa,0,37,58,91
NZ_CP038591.fa,0,8,12,25
NZ_CP017976.fa,0,7,142,266
NZ_LT905139.fa,0,0,0,1
NZ_CP007584.fa,0,38,59,385
NZ_CP017971.fa,0,7,11,15
NZ_CP016569.fa,0,4,8,12
NZ_CP020922.fa,0,4,6,20
NZ_CP014969.fa,0,4,6,26
NZ_CP025446.fa,0,23,36,186
NZ_CP038608.fa,0,33,50,82
NZ_CP023468.fa,0,7,47,78
NZ_CP019411.fa,0,7,27,341
NZ_CP045038.fa,0,7,53,180
NZ_CP018661.fa,0,4,4,6
NZ_AP014565.fa,0,4,6,342
NC_011080.fa,0,4,10,14
NZ_CP010282.fa,0,4,10,14
NZ_CP007533.fa,0,7,51,83
NZ_CP017621.fa,0,4,6,262
NZ_CP009093.fa,0,4,4,6
NZ_CP029029.fa,0,7,9,251
NZ_CP019198.fa,0,7,53,371
NZ_CP029040.fa,0,8,12,25
NZ_LR134143.fa,0,51,126,225
NZ_CP039277.fa,0,7,9,317
NZ_CP029958.fa,0,0,0,1
NZ_CP038434.fa,0,4,6,17
NZ_LT904893.fa,0,0,0,1
NZ_CP016530.fa,0,4,8,12
NZ_CP029942.fa,0,0,0,1
NZ_CP009086.fa,0,4,4,6
NZ_CP041176.fa,0,4,4,9
NZ_CP034700.fa,0,28,42,380
NZ_CP037891.fa,0,7,178,359
NZ_CP034968.fa,0,4,6,147
NZ_CP022503.fa,0,75,175,351
NZ_CP007288.fa,0,4,4,9
NZ_CP040668.fa,0,4,6,26
NZ_CP026052.fa,0,4,4,6
NZ_CP019184.fa,0,7,60,93
NC_021810.fa,0,4,8,12
NZ_CP029848.fa,0,0,0,1
NZ_CP036168.fa,0,4,100,167
NZ_CP029927.fa,0,0,0,94
NZ_CP027410.fa,0,4,6,26
NZ_CP016507.fa,0,4,8,12
NZ_CP007530.fa,0,7,83,136
NZ_CP007559.fa,0,4,71,112
NZ_CP029894.fa,0,0,0,1
NZ_LS483465.fa,0,33,66,101
NZ_CP007483.fa,0,38,59,264
NZ_CP033384.fa,0,52,104,311
NZ_LT904890.fa,0,0,0,1
NZ_CP040568.fa,0,4,6,26
NZ_CP036166.fa,0,54,118,207
NZ_CP016525.fa,0,4,8,12
NZ_CP007534.fa,0,22,35,324
NZ_CP046278.fa,0,7,90,355
NZ_CP034713.fa,0,60,129,343
NZ_CP007248.fa,0,4,4,6
NZ_CP023508.fa,0,43,72,113
NZ_CP007254.fa,0,4,4,6
NZ_CP029945.fa,0,0,0,1
NZ_CP007598.fa,0,4,4,6
NZ_CP015923.fa,0,4,48,134
NZ_CP029899.fa,0,0,0,125
NZ_CP045956.fa,0,4,110,185
NZ_CP025218.fa,0,9,13,21
NZ_CP029840.fa,0,4,6,354
NZ_LS483481.fa,0,7,94,368
NZ_CP029858.fa,0,0,0,1
NZ_CP029861.fa,0,0,0,1
NZ_CP020823.fa,0,4,4,6
NZ_CP016837.fa,0,33,50,118
NZ_CP020912.fa,0,7,83,136
NZ_LT904852.fa,0,0,0,1
NZ_CP039558.fa,0,4,6,44
NZ_CP009091.fa,0,4,4,293
NZ_CP007247.fa,0,4,4,6
NZ_LT904777.fa,0,0,0,1
NZ_CP039588.fa,0,4,6,166
NZ_CP039500.fa,0,17,24,39
NZ_CP018640.fa,0,4,4,6
NZ_CP029878.fa,0,0,0,1
NZ_CP014621.fa,0,38,59,170
NZ_CP022117.fa,0,80,185,382
NZ_CP029885.fa,0,0,0,1
NZ_CP014620.fa,0,38,59,92
NZ_CP032490.fa,0,4,6,140
NZ_LS483494.fa,0,4,113,193
NZ_CP032390.fa,0,4,19,30
NZ_CP039572.fa,0,4,6,33
NC_003198.fa,0,0,0,52
