,0.98,0.99,0.999,0.9999
NZ_CP039518.fa,0,0,10,15
NZ_CP042931.fa,0,0,9,106
NZ_CP025266.fa,0,0,2,110
NZ_CP016298.fa,0,0,10,128
NZ_CP043417.fa,0,0,10,38
NZ_CP015364.fa,0,1,96,137
NC_021726.fa,0,0,10,96
NZ_CP034243.fa,0,0,10,98
NZ_CP020574.fa,0,0,2,103
NZ_CP018143.fa,0,0,73,95
NZ_CP035184.fa,0,0,10,38
NZ_CP018254.fa,0,1,26,31
NZ_CP035183.fa,0,0,10,38
NZ_CP029569.fa,0,0,18,20
NZ_CP032743.fa,0,0,9,9
NZ_CP015483.fa,0,0,10,30
NZ_CP020597.fa,0,20,76,136
NZ_CP016295.fa,0,0,10,88
NZ_LT594095.fa,0,0,67,86
NZ_CP031444.fa,0,0,48,59
NC_010611.fa,0,0,59,73
NC_021729.fa,0,0,93,131
NZ_AP013357.fa,0,0,52,65
NZ_CP027123.fa,0,0,44,53
NZ_CP020590.fa,0,0,45,54
NZ_CP026750.fa,0,0,10,21
NZ_CP035185.fa,0,0,10,38
NZ_CP016300.fa,0,0,10,76
NZ_CP023031.fa,0,0,10,45
NZ_CP018421.fa,0,0,10,114
NZ_CP031380.fa,0,0,59,111
NZ_CP020578.fa,0,0,51,115
NC_017171.fa,0,0,70,92
NZ_CP015121.fa,0,18,55,68
NZ_CP024613.fa,0,0,2,2
NZ_CP017648.fa,0,0,51,91
NZ_CP023034.fa,0,0,10,71
NZ_CP014291.fa,0,0,9,105
NZ_CP017646.fa,0,0,7,7
NZ_CP032055.fa,0,0,94,133
NZ_CP014538.fa,0,0,24,27
NC_017387.fa,0,0,6,6
NZ_CP043419.fa,0,0,10,38
NZ_CP013924.fa,0,0,2,61
NZ_CP040425.fa,0,0,72,94
NZ_CP034242.fa,0,0,10,98
NZ_CP027530.fa,0,20,84,118
NZ_CP027607.fa,0,0,10,135
NZ_CP024611.fa,0,0,2,2
NZ_CP027611.fa,0,1,19,22
NZ_CP020586.fa,0,0,22,25
NZ_CP001172.fa,1,2,21,24
NZ_CP030106.fa,1,2,54,67
NZ_CP020595.fa,1,2,32,40
NZ_CP010781.fa,1,2,35,43
NC_010410.fa,1,2,3,3
NC_011586.fa,1,2,4,4
NZ_CP021782.fa,1,2,4,58
NC_011595.fa,1,2,21,24
NZ_CP008706.fa,1,2,16,18
NZ_CP024418.fa,1,2,92,130
NZ_LS483472.fa,1,2,4,4
NZ_CP023029.fa,1,2,33,41
NZ_CP041035.fa,1,2,14,16
NZ_CP012952.fa,1,2,66,85
NZ_CP027246.fa,1,2,31,39
NZ_CP027528.fa,1,2,57,70
NZ_CP026761.fa,1,25,83,117
NZ_CP038500.fa,2,3,15,17
NZ_CP012006.fa,2,3,77,104
NZ_CP040056.fa,2,3,71,93
NZ_CP018677.fa,2,3,56,69
NZ_CP014528.fa,2,3,47,97
NC_021733.fa,2,3,47,57
NZ_CP023022.fa,2,3,5,5
NZ_CP020598.fa,2,3,41,50
NZ_CP007712.fa,2,3,56,82
NZ_CP027178.fa,3,16,49,60
NZ_CP027183.fa,3,16,49,60
NZ_AP014649.fa,3,4,8,8
NZ_CP040050.fa,3,4,25,28
NZ_CP043953.fa,3,6,20,23
NZ_CP041587.fa,4,7,23,26
NZ_CP043180.fa,5,8,27,33
NC_009085.fa,6,9,28,138
NZ_CP019034.fa,6,9,28,35
NZ_CP039025.fa,6,9,28,35
NZ_CP034092.fa,6,9,89,125
NZ_CP043910.fa,6,9,28,35
NZ_CP018664.fa,6,9,28,35
NZ_CP012004.fa,6,9,28,35
NZ_CP039930.fa,7,10,30,37
NZ_CP039343.fa,7,10,30,37
NZ_CP039341.fa,7,10,30,37
NZ_LN868200.fa,8,12,39,48
NC_020547.fa,8,12,43,52
NZ_CP042556.fa,9,13,40,49
NZ_CP033754.fa,9,22,74,99
NZ_CP021347.fa,9,15,46,55
NC_023028.fa,10,14,42,51
NZ_CP021342.fa,10,19,63,81
NZ_CP033768.fa,10,27,87,123
NZ_CP044356.fa,11,28,88,124
NZ_CP028138.fa,11,31,95,134
NZ_CP038258.fa,11,17,50,62
NZ_CP026125.fa,11,24,81,113
NZ_CP038262.fa,11,17,64,83
NZ_CP010397.fa,12,21,80,112
NZ_CP038644.fa,12,21,69,89
NZ_CP009256.fa,13,23,79,109
NZ_CP040080.fa,14,26,85,120
NZ_CP012587.fa,15,29,90,126
