,0.98,0.99,0.999,0.9999
NZ_CP026080.fa,0,2,2,51
NZ_CP020656.fa,0,2,21,125
NZ_CP035671.fa,0,0,3,219
NC_002758.fa,0,2,9,44
NZ_AP020311.fa,0,2,2,287
NZ_CP026962.fa,0,2,2,51
NZ_CP033999.fa,0,2,9,12
NC_017347.fa,0,2,41,131
NZ_CP029030.fa,0,2,2,2
NZ_CP017115.fa,0,2,8,264
NZ_AP019306.fa,0,2,9,169
NZ_CP007659.fa,0,0,3,213
NZ_CP028163.fa,0,1,1,141
NZ_CP028470.fa,0,0,0,0
NZ_CP029685.fa,0,2,7,232
NZ_CP012756.fa,0,3,20,43
NZ_CP029669.fa,0,2,2,299
NZ_CP026076.fa,0,2,2,242
NZ_LT992434.fa,0,3,4,68
NZ_AP019542.fa,0,2,9,256
NZ_CP022892.fa,0,2,2,26
NZ_LT992435.fa,0,3,4,68
NC_020532.fa,0,2,9,99
NZ_CP042003.fa,0,1,1,218
NZ_CP013953.fa,0,2,9,184
NZ_CP010299.fa,0,2,2,2
NZ_CP022718.fa,0,2,26,128
NZ_AP019543.fa,0,2,9,113
NZ_CP042650.fa,0,9,22,50
NZ_CP033987.fa,0,2,9,73
NZ_AP020324.fa,0,2,9,303
NZ_CP014402.fa,0,2,2,2
NZ_CP026953.fa,0,2,9,143
NZ_CP014432.fa,0,2,2,2
NZ_LN626917.fa,0,7,47,172
NZ_CP026070.fa,0,2,2,51
NZ_CP014420.fa,0,2,2,2
NZ_CP017682.fa,0,2,9,249
NZ_CP007657.fa,0,2,2,211
NZ_CP026960.fa,0,2,2,51
NZ_CP029031.fa,0,2,2,2
NZ_CP040560.fa,0,2,2,193
NZ_LR027876.fa,0,2,7,36
NZ_CP014426.fa,0,2,2,2
NC_017343.fa,0,2,9,173
NZ_CP022893.fa,0,2,9,15
NZ_CP040623.fa,0,2,9,197
NZ_CP039162.fa,0,2,29,67
NZ_CP016856.fa,0,2,18,86
NZ_CP026069.fa,0,2,9,44
NZ_CP034008.fa,0,2,9,12
NZ_LS483308.fa,0,2,46,165
NZ_CP031537.fa,0,2,7,309
NZ_CP026066.fa,0,7,15,243
NZ_CP014365.fa,0,2,2,2
NZ_CP013231.fa,0,2,2,2
NZ_LS483317.fa,0,11,40,130
NZ_LS483484.fa,0,7,16,127
NZ_CP010300.fa,0,2,2,2
NC_020537.fa,0,2,9,99
NZ_AP020322.fa,0,2,60,251
NZ_CP029678.fa,0,2,2,2
NZ_CP012970.fa,0,2,26,140
NZ_LR130515.fa,0,2,7,176
NZ_CP031839.fa,0,2,21,45
NZ_LT992477.fa,0,1,1,134
NC_016928.fa,0,5,13,148
NZ_CP043386.fa,0,2,2,2
NZ_CP019591.fa,0,1,1,93
NZ_CP014429.fa,0,2,2,2
NZ_CP040665.fa,0,2,9,197
NZ_CP009361.fa,0,7,15,25
NZ_CP013616.fa,0,1,1,91
NZ_CP033996.fa,0,2,9,12
NC_009641.fa,0,2,2,228
NZ_AP020318.fa,0,2,2,255
NZ_LT671859.fa,0,2,2,240
NC_017331.fa,0,2,7,147
NZ_CP039157.fa,0,2,45,160
NZ_CP030138.fa,0,2,7,39
NZ_LT992461.fa,0,1,1,268
NC_017333.fa,0,1,1,9
NZ_CP022904.fa,0,2,9,15
NZ_CP014392.fa,0,2,2,2
NZ_CP018629.fa,0,2,7,155
NZ_CP030136.fa,0,2,21,77
NZ_CP007676.fa,0,2,2,72
NZ_CP012692.fa,0,2,9,163
NC_022222.fa,0,5,55,221
NZ_CP031130.fa,0,2,18,101
NZ_CP026957.fa,0,2,8,54
NZ_CP014791.fa,0,3,4,247
NZ_CP034002.fa,0,2,9,12
NZ_CP019563.fa,0,2,59,238
NZ_CP031661.fa,0,2,2,179
NZ_CP020467.fa,0,7,16,259
NZ_CP012974.fa,0,2,28,104
NZ_CP026072.fa,0,2,2,151
NZ_CP029032.fa,0,2,2,2
NC_020536.fa,0,2,9,99
NZ_CP012409.fa,0,5,11,17
NZ_CP013621.fa,0,1,48,183
NZ_CP034014.fa,0,2,9,12
NZ_LR134271.fa,0,4,10,230
NZ_CP029474.fa,0,2,9,301
NZ_CP029655.fa,0,2,9,210
NZ_CP012018.fa,0,2,19,318
NZ_LS483301.fa,0,2,42,136
NC_007622.fa,0,12,51,195
NZ_CP019117.fa,0,7,15,298
NZ_CP039156.fa,0,2,9,312
NZ_CP013619.fa,0,1,1,270
NZ_CP039992.fa,0,2,37,137
NZ_CP033865.fa,0,7,15,282
NZ_CP034349.fa,0,7,15,102
NZ_CP014376.fa,0,2,2,2
NZ_CP029663.fa,0,2,9,145
NC_017341.fa,0,2,7,36
NZ_CP026063.fa,0,2,9,220
NC_021670.fa,0,2,19,248
NC_002951.fa,0,2,2,142
NZ_CP026079.fa,0,2,9,61
NZ_CP034102.fa,0,4,10,250
NZ_CP022607.fa,0,2,18,252
NZ_CP014438.fa,0,2,2,2
NZ_CP040230.fa,0,1,1,22
NZ_CP030326.fa,0,2,9,114
NZ_AP019712.fa,0,1,27,64
NZ_CP022717.fa,0,6,14,47
NZ_LT009690.fa,0,2,9,244
NZ_CP029086.fa,0,2,9,225
NC_017349.fa,0,4,39,116
NZ_CP040625.fa,0,2,7,81
NZ_CP034259.fa,0,2,9,12
NZ_CP042046.fa,0,2,32,85
NZ_CP012012.fa,0,2,19,48
NZ_CP026067.fa,0,6,14,273
NZ_CP028468.fa,0,0,0,0
NZ_AP019751.fa,0,2,63,313
NZ_CP029166.fa,0,2,2,320
NZ_CP035791.fa,0,2,9,197
NZ_CP022894.fa,0,2,9,15
NZ_CP031131.fa,0,2,18,284
NZ_CP022903.fa,0,2,9,15
NZ_CP031667.fa,0,2,2,11
NC_003923.fa,0,2,8,54
NC_010079.fa,0,2,2,2
NZ_CP011528.fa,0,2,21,69
NZ_CP029657.fa,0,2,9,76
NZ_AP020313.fa,0,2,2,255
NZ_LR134305.fa,0,4,10,16
NZ_LS483365.fa,0,2,2,51
NZ_LS483314.fa,0,2,34,92
NZ_LS483316.fa,0,2,2,55
NZ_LS483309.fa,0,2,25,60
NZ_CP038850.fa,0,0,62,311
NZ_CP012013.fa,0,2,19,109
NC_007795.fa,0,2,2,51
NZ_CP035005.fa,0,1,1,308
NZ_CP010526.fa,0,2,37,304
NZ_CP014423.fa,0,2,2,2
NZ_CP015645.fa,0,2,6,6
NZ_CP038021.fa,0,7,16,150
NZ_CP014397.fa,0,2,2,2
NZ_LT992436.fa,0,3,4,68
NZ_LT992475.fa,0,1,1,161
NZ_CP031779.fa,0,2,9,237
NZ_CP034441.fa,0,2,8,115
NZ_AP014652.fa,0,2,18,41
NZ_CP028189.fa,0,2,21,177
NZ_CP022898.fa,0,6,14,24
NZ_CP042157.fa,0,2,9,194
NZ_LT615218.fa,0,2,59,234
NC_021554.fa,0,3,4,59
NZ_CP014387.fa,0,2,2,2
NZ_CP029658.fa,0,2,9,63
NZ_CP007454.fa,0,2,9,220
NZ_CP039160.fa,0,2,37,314
NZ_CP031890.fa,0,2,2,2
NZ_CP010298.fa,0,2,2,2
NZ_CP014371.fa,0,2,2,2
NZ_CP013957.fa,0,2,7,20
NZ_CP015817.fa,0,2,35,214
NZ_CP042348.fa,0,2,2,2
NZ_LT996889.fa,0,2,26,110
NC_013450.fa,0,2,9,138
NC_018608.fa,0,1,1,274
NZ_LT992462.fa,0,1,1,217
NZ_CP029649.fa,0,2,18,111
NZ_LS483310.fa,0,2,31,123
NZ_CP020713.fa,0,2,21,186
NZ_CP014381.fa,0,2,2,2
NZ_LT992458.fa,0,1,1,205
NZ_LR027878.fa,0,2,7,290
NC_020568.fa,0,2,9,99
NZ_CP033114.fa,0,7,16,191
NZ_CP017679.fa,0,5,13,272
NZ_CP033982.fa,0,2,9,73
NZ_CP022682.fa,0,6,14,47
NZ_CP012972.fa,0,2,26,140
NZ_CP022720.fa,0,2,26,128
NZ_CP014444.fa,0,2,2,2
NZ_CP010402.fa,0,2,38,100
NZ_AP020316.fa,0,2,35,120
NZ_LT992466.fa,0,1,1,139
NZ_CP041037.fa,0,2,44,156
NZ_CP031838.fa,0,2,21,189
NZ_CP035003.fa,0,1,1,279
NZ_CP016855.fa,0,2,2,215
NZ_CP038819.fa,0,4,12,19
NZ_LT699704.fa,0,1,1,90
NZ_AP019545.fa,0,2,9,209
NZ_CP035101.fa,0,2,2,118
NZ_LR130518.fa,0,2,2,2
NZ_LR130509.fa,0,2,8,260
NZ_CP021907.fa,0,7,15,25
NZ_AP014942.fa,0,2,31,227
NZ_CP042107.fa,0,2,9,98
NZ_LT992467.fa,0,1,1,53
NZ_CP020019.fa,0,1,1,262
NZ_AP017320.fa,0,2,9,319
NZ_CP010296.fa,0,2,2,2
NZ_CP034486.fa,0,2,30,75
NC_009487.fa,0,2,9,114
NZ_LR027869.fa,0,2,7,206
NZ_CP022910.fa,0,2,2,258
NZ_LT992471.fa,0,1,1,71
NZ_CP007539.fa,0,2,2,142
NZ_CP016861.fa,0,2,2,2
NC_016912.fa,0,2,2,51
NZ_LR134091.fa,0,2,31,254
NZ_LR134087.fa,0,2,31,78
NZ_CP020741.fa,0,5,13,293
NZ_CP011526.fa,0,2,2,118
NZ_LR134093.fa,0,7,16,317
NZ_CP014441.fa,0,2,2,2
NZ_LS483350.fa,0,2,7,310
NZ_LT992456.fa,0,1,1,70
NZ_CP026958.fa,0,2,9,44
NZ_CP029667.fa,0,2,2,266
NZ_CP012120.fa,0,2,2,2
NZ_LS483300.fa,0,12,51,307
NZ_CP009828.fa,0,5,13,27
NZ_CP007672.fa,0,2,2,49
NZ_CP007176.fa,0,2,2,2
NZ_CP026068.fa,0,2,2,51
NZ_CP034005.fa,0,2,9,12
NZ_LR027877.fa,0,2,7,149
NC_022604.fa,0,2,7,7
NZ_CP029671.fa,0,2,9,261
NC_002745.fa,0,2,9,61
NZ_AP018923.fa,0,2,8,269
NZ_LR130511.fa,0,2,9,152
NZ_CP017091.fa,0,1,1,236
NZ_CP033112.fa,0,7,16,191
NZ_CP026964.fa,0,2,8,188
NZ_AP017922.fa,0,1,50,192
NZ_CP019574.fa,0,2,8,107
NZ_CP043392.fa,0,2,2,2
NZ_LS483311.fa,0,2,21,58
NZ_CP018768.fa,0,2,9,207
NZ_AP020320.fa,0,2,9,297
NZ_CP034011.fa,0,2,9,12
NZ_CP029198.fa,0,2,9,105
NZ_CP014415.fa,0,2,2,2
NZ_CP020020.fa,0,2,31,167
NZ_CP007674.fa,0,2,2,178
NZ_CP018205.fa,0,2,2,51
NZ_CP010295.fa,0,2,2,2
NZ_CP035670.fa,0,2,37,97
NZ_CP021105.fa,0,2,9,246
NZ_CP042043.fa,0,2,9,316
NZ_CP022902.fa,0,2,2,14
NZ_CP016858.fa,0,2,2,2
NZ_CP039448.fa,0,5,13,158
NZ_CP016863.fa,0,2,2,2
NZ_CP028165.fa,0,4,36,96
NC_017351.fa,0,2,38,283
NZ_CP020959.fa,0,2,2,38
NZ_CP016398.fa,0,2,18,35
NZ_CP026071.fa,0,7,16,181
NZ_CP038268.fa,0,4,49,185
NZ_LT992464.fa,0,1,1,174
NZ_LR130513.fa,0,0,3,180
NZ_CP029675.fa,0,2,9,44
NZ_LR134139.fa,0,2,31,292
NC_022226.fa,0,2,18,235
NZ_CP021171.fa,0,2,9,281
NZ_CP013218.fa,0,1,1,236
NC_017763.fa,0,0,3,3
NZ_LR027874.fa,0,2,7,170
NZ_CP029629.fa,0,2,54,216
NC_020533.fa,0,2,9,99
NZ_CP022901.fa,0,7,16,28
NZ_CP017090.fa,0,2,9,79
NZ_CP015173.fa,0,2,9,276
NZ_CP029082.fa,0,2,9,76
NZ_CP012593.fa,0,2,9,83
NZ_CP012978.fa,0,2,26,62
NZ_CP022291.fa,0,0,3,295
NZ_CP022899.fa,0,7,16,28
NZ_LT992463.fa,0,1,1,1
NZ_CP022895.fa,0,7,16,154
NZ_CP014362.fa,0,2,2,2
NC_020566.fa,0,2,9,99
NZ_CP029087.fa,0,2,9,126
NC_022442.fa,0,5,13,265
NZ_CP033505.fa,0,2,24,57
NZ_CP023390.fa,0,2,2,228
NZ_CP010297.fa,0,2,2,2
NZ_CP027788.fa,0,2,7,147
NZ_CP040998.fa,0,2,2,118
NZ_CP022897.fa,0,6,14,24
NZ_CP014407.fa,0,2,2,2
NZ_CP044106.fa,0,5,13,278
NZ_CP014368.fa,0,2,2,2
NZ_LR134085.fa,0,2,2,144
NZ_LN831036.fa,0,2,38,100
NZ_CP029664.fa,0,2,2,2
NZ_AP018349.fa,0,5,55,233
NZ_LR134090.fa,0,4,10,164
NZ_CP029652.fa,0,3,4,253
NZ_LR027870.fa,0,2,7,153
NZ_CP026961.fa,0,2,2,51
NZ_CP031664.fa,0,2,2,179
NZ_CP020619.fa,0,2,2,2
NZ_CP012015.fa,0,2,19,37
NZ_CP030323.fa,0,5,13,275
NZ_CP010890.fa,0,2,9,277
NZ_LT992476.fa,0,1,1,103
NZ_CP042346.fa,0,2,2,2
NZ_AP020315.fa,1,8,17,30
NZ_LN854556.fa,2,13,56,223
NZ_CP024998.fa,2,13,56,226
