,0.98,0.99,0.999,0.9999
NZ_CP010873.fa,0,0,0,4
NZ_CP017596.fa,0,0,0,87
NZ_CP023588.fa,0,0,0,50
NZ_CP018303.fa,0,0,0,6
NZ_CP025594.fa,0,0,0,22
NZ_LR027516.fa,0,0,0,66
NZ_CP023622.fa,0,0,0,9
NZ_CP023574.fa,0,0,0,9
NZ_CP023611.fa,0,0,0,9
NZ_CP023609.fa,0,0,0,27
NZ_CP023633.fa,0,0,0,18
NZ_CP023615.fa,0,0,0,20
NZ_CP023586.fa,0,0,0,27
NZ_CP023624.fa,0,0,0,5
NZ_CP010335.fa,0,0,0,83
NZ_CP011510.fa,0,0,0,91
NZ_CP025603.fa,0,0,0,67
NZ_CP023631.fa,0,0,0,19
NZ_CP018300.fa,0,0,0,62
NZ_CP016888.fa,0,0,0,101
NZ_CP009427.fa,0,0,0,68
NZ_CP009243.fa,0,0,1,8
NC_021193.fa,0,0,4,104
NZ_CP041207.fa,0,0,0,34
NZ_CP025604.fa,0,0,0,69
NZ_CP023637.fa,0,0,0,20
NZ_CP009100.fa,0,0,0,2
NZ_CP007803.fa,0,0,0,79
NC_021194.fa,0,0,0,36
NZ_CP046308.fa,0,0,0,30
NZ_CP023628.fa,0,0,0,20
NZ_CP009101.fa,0,0,0,37
NZ_CP023606.fa,0,0,0,60
NZ_CP023580.fa,0,0,0,20
NC_000962.fa,0,0,0,14
NZ_CP023616.fa,0,0,0,1
NZ_CP025597.fa,0,0,0,56
NZ_AP018036.fa,0,0,0,29
NZ_CP023605.fa,0,0,0,20
NZ_CP023596.fa,0,0,0,20
NZ_CP023639.fa,0,0,0,27
NZ_AP018034.fa,0,0,0,103
NZ_CP017594.fa,0,0,0,11
NZ_AP014573.fa,0,0,0,38
NC_021054.fa,0,0,0,86
NZ_CP023587.fa,0,0,0,33
NZ_CP023578.fa,0,0,0,33
NZ_CP020381.fa,0,0,0,41
