,0.98,0.99,0.999,0.9999
NZ_CP018885.fa,0,0,19,105
NZ_CP014294.fa,0,0,30,48
NZ_CP030923.fa,0,0,34,176
NZ_CP018719.fa,0,0,1,1
NZ_CP020067.fa,0,0,15,37
NZ_CP012568.fa,0,0,37,80
NZ_CP026585.fa,0,0,7,38
NZ_CP045694.fa,0,0,82,162
NZ_CP026132.fa,0,0,7,251
NZ_CP034778.fa,0,0,44,269
NZ_CP026392.fa,0,0,87,213
NZ_CP015500.fa,0,0,1,9
NZ_CP034760.fa,0,0,19,26
NZ_CP015990.fa,0,0,0,301
NZ_CP034281.fa,0,0,35,98
NZ_CP035196.fa,0,0,46,76
NZ_CP044033.fa,0,0,55,91
NZ_CP030172.fa,0,0,118,238
NZ_CP022023.fa,0,0,0,204
NZ_CP018428.fa,0,0,6,28
NZ_CP025515.fa,0,0,1,220
NC_017540.fa,0,0,34,53
NZ_CP018356.fa,0,0,6,94
NZ_CP022573.fa,0,0,6,93
NZ_CP025963.fa,0,0,88,173
NZ_CP041649.fa,0,0,81,161
NZ_CP023913.fa,0,0,1,49
NZ_CP022922.fa,0,0,35,55
NZ_CP033396.fa,0,0,7,7
NZ_CP020853.fa,0,0,15,20
NZ_CP011980.fa,0,0,6,94
NZ_CP011313.fa,0,0,121,244
NZ_CP044376.fa,0,0,78,155
NZ_CP022882.fa,0,0,7,208
NZ_LR130541.fa,0,0,53,88
NZ_CP026023.fa,0,0,107,210
NZ_CP045661.fa,0,0,57,100
NZ_CP017934.fa,0,0,102,203
NZ_CP012561.fa,0,0,37,80
NZ_CP006738.fa,0,0,44,266
NZ_CP027053.fa,0,0,6,274
NZ_CP026751.fa,0,0,15,20
NZ_CP021833.fa,0,0,6,6
NZ_CP044368.fa,0,2,108,212
NZ_CP024458.fa,0,0,33,111
NZ_CP018686.fa,0,0,1,1
NZ_CP025143.fa,0,0,35,181
NZ_CP017985.fa,0,0,1,1
NZ_CP026157.fa,0,0,64,195
NZ_CP021757.fa,0,0,1,152
NZ_CP011578.fa,0,0,86,188
NZ_CP044393.fa,0,0,49,79
NZ_LR134162.fa,0,0,31,50
NZ_CP025576.fa,0,0,12,254
NZ_CP031613.fa,0,0,51,83
NZ_CP041927.fa,0,0,37,65
NZ_CP022611.fa,0,0,15,37
NZ_CP019160.fa,0,0,50,81
NZ_CP014010.fa,0,0,11,217
NZ_AP018750.fa,0,0,15,37
NZ_CP025951.fa,0,0,7,140
NZ_CP021685.fa,0,0,74,137
NZ_CP027146.fa,0,0,6,66
NZ_CP026155.fa,0,0,8,298
NZ_CP018692.fa,0,0,8,126
NZ_CP026021.fa,0,0,11,39
NZ_CP018364.fa,0,0,112,224
NZ_CP021944.fa,0,0,1,75
NZ_LR130548.fa,0,0,6,82
NZ_CP028806.fa,0,0,8,227
NZ_LS399318.fa,0,0,37,128
NZ_CP018816.fa,0,0,29,47
NZ_AP018753.fa,0,0,15,37
NZ_CP029384.fa,0,0,7,68
NZ_CP030269.fa,0,0,11,85
NZ_CP026130.fa,0,0,7,144
NZ_LN824133.fa,0,0,1,9
NZ_CP028953.fa,0,1,60,170
NZ_CP024542.fa,0,0,18,41
NZ_CP016923.fa,0,0,15,20
NZ_CP012753.fa,0,0,15,20
NZ_CP022691.fa,0,0,6,82
NZ_CP012743.fa,0,0,61,215
NZ_CP011647.fa,0,0,6,112
NZ_CP014647.fa,0,0,6,6
NZ_CP035777.fa,0,0,18,135
NZ_CP033756.fa,0,0,10,11
NZ_CP026149.fa,0,0,7,251
NZ_CP029388.fa,0,0,66,121
NZ_CP044258.fa,0,0,7,58
NZ_CP018306.fa,0,0,24,36
NZ_CP016811.fa,0,1,60,104
NZ_CP021751.fa,0,0,6,6
NZ_CP024545.fa,0,0,18,41
NZ_CP041022.fa,0,0,54,89
NZ_CP003999.fa,0,0,72,133
NZ_CP024916.fa,0,0,1,297
NZ_CP026164.fa,0,0,97,194
NC_018522.fa,0,0,11,14
NZ_CP007727.fa,0,0,6,6
NZ_CP011989.fa,0,0,6,94
NZ_CP023941.fa,0,0,7,38
NZ_CP018352.fa,0,0,8,267
NZ_CP034082.fa,0,0,11,148
NZ_CP034076.fa,0,0,0,154
NZ_CP018671.fa,0,0,130,275
NZ_CP024489.fa,0,0,63,114
NZ_AP014950.fa,1,4,133,286
